time_ms,B102NO2,B302C2H5OH,B502VOC,B702CO,TdegC,RH
115801,768,691,553,212,25,34
115932,768,691,553,212,25,34
116063,768,690,552,212,25,34
116194,768,690,554,212,25,34
116325,768,691,553,212,25,34
116456,768,691,553,212,25,34
116587,768,690,553,213,25,34
116718,767,690,553,212,25,34
116849,768,691,553,212,25,34
116981,768,691,552,212,25,34
117112,768,691,554,212,25,34
117243,768,691,553,212,25,34
117374,767,691,553,212,25,34
117505,768,690,553,212,25,34
117636,767,691,553,212,25,34
117767,768,690,552,212,25,34
117898,768,691,553,212,25,34
118029,768,690,553,212,25,34
118160,767,691,553,211,25,34
118291,767,690,553,212,25,34
118422,767,691,552,212,25,34
118553,768,691,553,211,25,34
118684,768,691,553,212,25,34
118815,767,690,553,211,25,34
118947,767,690,552,212,25,34
119078,768,690,553,212,25,34
119209,768,691,552,212,25,34
119340,767,691,553,212,25,34
119471,768,691,552,211,25,34
119602,768,690,553,212,25,34
119733,767,691,553,212,25,34
119864,768,690,553,212,25,34
119995,767,691,553,212,25,34
120122,767,690,553,212,25,34
120257,767,690,553,211,25,34
120388,767,690,553,212,25,34
120519,767,691,553,212,25,34
120650,768,690,553,211,25,34
120782,767,691,553,211,25,34
120912,768,691,552,212,25,34
121044,768,690,553,212,25,34
121175,767,690,553,212,25,34
121302,767,690,552,212,25,34
121437,768,690,553,212,25,34
121568,767,690,552,211,25,34
121699,768,690,552,211,25,34
121830,768,690,553,212,25,34
